1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
483,530,2,No,358,ALQ,125,264,Unf,1971,987,TA,1680,21,604,64,3,6,483,1971,1971,89500
1414,576,3,Av,24,GLQ,1390,494,RFn,2004,1414,Gd,8773,65,98,105,5,7,1414,2004,2004,185500
1014,730,3,No,402,BLQ,594,457,RFn,1993,1744,Gd,9453,69,300,70,7,7,996,1993,2003,194500
1694,561,3,No,1082,Unf,1694,818,Fin,2007,1694,Gd,12030,93,254,228,5,8,1694,2007,2007,318000
798,797,3,No,94,LwQ,641,220,Unf,1949,1487,TA,8741,52,80,140,4,6,735,1945,2003,113000
1566,915,3,Av,1078,GLQ,488,750,RFn,2008,1566,Gd,9000,75,36,168,5,8,1566,2008,2008,262500
866,1120,2,No,329,ALQ,357,463,None,1945,866,Gd,3880,40,64,42,9,5,686,1945,1997,110500
889,551,3,No,250,Unf,540,352,Unf,1940,1440,TA,5000,63,451,75,4,5,540,1900,1992,79000
626,591,3,No,510,GLQ,626,288,RFn,1980,1217,TA,10762,75,203,28,6,6,626,1980,1980,120000
1222,888,3,No,695,GLQ,253,463,RFn,1994,2110,Gd,8880,65,147,130,5,7,948,1994,2002,205000
1872,862,3,Av,929,GLQ,916,604,Fin,1988,1872,TA,10400,80,102,39,5,7,1845,1988,1988,241500
908,1020,4,No,789,Unf,1020,440,Unf,1910,1928,Fa,9142,69,210,60,8,6,1020,1910,2006,137000
1375,1796,2,No,1012,Unf,1367,451,Unf,1954,1375,TA,11310,75,164,30,5,6,1367,1954,1954,140000
840,828,3,No,1300,Unf,840,500,RFn,2003,1668,Gd,11317,72,101,68,5,7,840,2003,2003,180000
1444,700,4,Gd,697,Rec,747,389,Fin,1958,2144,Gd,159000,60,472,98,7,6,1444,1958,2006,277000
1306,514,3,No,1567,Unf,728,327,None,1940,1306,Fa,5350,55,145,30,2,3,728,1940,1966,76500
1625,512,2,Gd,1573,GLQ,832,538,RFn,2006,1625,Gd,4750,44,481,130,5,8,1573,2006,2007,235000
798,842,3,No,553,Unf,798,520,RFn,2004,1640,Gd,8366,65,312,45,5,6,798,2004,2004,173000
1302,1101,3,Gd,270,LwQ,452,309,RFn,1964,1302,Gd,9350,85,108,20,7,6,1302,1964,1991,158000
1314,1589,3,No,922,Rec,392,294,RFn,1957,1314,TA,8400,70,176,150,6,5,1314,1957,1957,145000
1005,1286,4,No,379,Unf,975,429,Fin,1999,2291,Gd,8738,66,302,364,5,7,975,1999,1999,230000
864,864,3,No,503,Rec,361,673,RFn,2003,1728,Gd,8791,64,244,56,5,6,864,2003,2003,207500
1604,687,3,No,1334,GLQ,270,660,RFn,2006,1604,Gd,8814,68,180,110,5,7,1604,2006,2006,220000
963,829,3,No,361,GLQ,602,564,RFn,2001,1792,Gd,12435,80,172,96,5,7,963,2001,2001,231500
882,829,2,None,344,None,192,308,Unf,1956,882,TA,12702,70,84,45,5,5,1122,1956,1956,97000
1382,1070,3,Gd,672,Rec,1417,884,Unf,1991,1382,TA,19296,120,399,63,5,6,1362,1962,1962,176000
1482,1092,3,No,600,Unf,1482,868,Fin,2007,2574,Ex,9588,69,270,148,5,8,1482,2007,2007,276000
1212,755,3,Av,506,ALQ,1145,492,Unf,1978,1212,TA,8471,88,46,12,7,6,506,1977,1995,151000
926,1134,3,No,234,LwQ,844,484,Unf,1974,1316,TA,5500,50,258,40,7,5,926,1929,2001,130000
764,1347,2,No,226,Unf,680,504,Unf,1965,764,TA,5232,30,207,40,5,5,680,1925,2004,73000
1422,625,3,No,588,ALQ,606,576,Fin,1981,1422,Gd,12090,78,210,36,6,6,1422,1981,1981,175500
802,709,3,Av,714,GLQ,88,413,Fin,1997,1511,TA,11207,70,350,75,5,6,802,1997,1997,185000
1052,720,4,No,378,GLQ,342,240,Unf,1939,2192,Gd,8400,60,132,24,8,5,720,1939,1997,179500
778,1538,2,No,403,ALQ,212,924,Fin,1966,778,TA,6900,71,167,25,6,5,740,1940,1955,120500
1113,804,3,No,751,BLQ,392,504,RFn,1987,1113,TA,7917,50,174,30,7,6,1143,1976,1976,148000
1095,844,3,Mn,631,Unf,1095,1053,RFn,2006,1939,Gd,10728,84,268,51,5,8,1095,2006,2006,266000
1363,700,2,Gd,226,LwQ,96,439,Unf,1954,1363,TA,39104,73,148,30,7,7,1385,1954,2005,241500
1164,1106,4,No,524,GLQ,628,671,Fin,1999,2270,Gd,11764,92,348,57,7,8,1152,1999,2007,290000
1632,930,3,No,620,Rec,769,338,RFn,1958,1632,TA,9600,80,183,207,6,6,1240,1958,1988,139000
816,319,4,Gd,546,ALQ,270,264,Unf,1982,816,TA,8314,76,219,102,7,5,816,1982,1982,124500
952,596,3,No,786,Unf,952,672,Fin,1978,1548,Ex,7264,55,44,50,7,7,952,1925,2007,205000
1560,883,3,No,390,Unf,1560,573,Fin,2003,1560,Gd,9196,129,380,150,5,7,1560,2003,2003,201000
864,1479,2,No,120,LwQ,744,400,Unf,1951,864,TA,19138,140,350,60,5,4,864,1951,1951,141000
2121,734,3,Gd,180,Unf,2121,732,Fin,2007,2121,Ex,14450,107,315,98,5,9,2121,2006,2007,415298
1156,866,4,No,392,BLQ,768,505,Fin,1977,2022,TA,10005,83,299,117,5,7,1160,1977,1977,192000
1175,807,3,Av,421,GLQ,386,575,RFn,1989,1982,Gd,11287,82,340,84,6,7,807,1989,1989,228500
1262,438,3,No,905,GLQ,357,572,RFn,2006,1262,Gd,7200,60,68,120,5,6,1262,2006,2006,185000
1314,656,2,No,904,GLQ,410,626,RFn,2008,1314,Gd,5063,34,166,62,5,7,1314,2007,2008,207500
1468,1276,3,No,899,Unf,1468,898,Fin,2008,1468,Gd,9612,74,72,150,5,8,1468,2008,2009,244600
1575,441,3,No,430,GLQ,1145,529,RFn,1992,1575,Gd,8012,50,299,150,5,6,1575,1992,1992,179200
625,625,2,No,131,Unf,625,528,RFn,2006,1250,Gd,4251,35,333,54,5,7,625,2006,2007,164700
1085,649,3,No,600,Rec,312,440,None,1962,1734,Gd,9786,77,156,146,7,6,912,1962,1981,159000
858,406,3,No,614,BLQ,244,570,None,1971,858,TA,8125,90,290,88,4,4,858,1971,1971,88000
900,1111,3,No,450,BLQ,432,280,Unf,1970,900,TA,9819,85,31,65,5,5,882,1967,1967,122000
698,698,3,No,804,Unf,698,384,Unf,2003,1396,TA,8730,60,456,150,7,6,698,1915,2003,153575
1079,840,3,Av,1410,Unf,1079,685,RFn,2006,1919,Gd,15611,120,196,51,5,8,1079,2006,2006,233230
936,780,6,No,210,GLQ,570,290,None,1912,1716,Fa,5687,55,64,184,6,5,780,1912,2000,135900
1148,568,3,No,292,LwQ,476,281,Unf,1949,1716,TA,11409,60,579,24,4,5,768,1949,2008,131000
1468,795,3,No,795,ALQ,995,539,Fin,1977,2263,Gd,16659,65,34,250,7,7,795,1977,1994,235000
1644,1414,3,No,1285,GLQ,131,418,Fin,1953,1644,TA,9600,80,238,51,5,6,1416,1953,1953,167000
1003,924,3,Av,819,GLQ,184,588,Fin,1984,1003,TA,7937,37,148,49,6,6,1003,1984,1984,142500
910,648,4,No,420,BLQ,490,282,Unf,1950,1558,TA,13710,75,57,60,5,5,910,1950,2004,152000
975,975,3,No,649,LwQ,326,576,RFn,1997,1950,Gd,7399,66,1600,10,5,7,975,1997,1998,239000
1041,702,3,No,384,ALQ,143,539,Unf,1968,1743,TA,11700,90,365,78,6,6,702,1968,1968,175000
1152,504,3,No,936,Unf,1092,300,Unf,1950,1152,Gd,14000,80,320,36,8,6,1092,1950,2004,158500
1336,676,2,Mn,841,BLQ,324,375,Unf,1953,1336,TA,15750,90,56,204,5,5,1165,1953,1953,157000
1210,1242,4,No,281,None,747,683,Fin,1998,2452,Gd,16226,66,456,50,5,8,1028,1998,1999,267000
1541,548,3,No,503,Unf,1541,843,RFn,2001,1541,Gd,13704,118,150,81,5,7,1541,2001,2002,205000
894,456,3,No,894,ALQ,175,552,Unf,1975,894,TA,9800,70,105,66,7,5,894,1972,1972,149900
1675,1818,3,No,696,Unf,1470,870,Unf,2003,3493,Gd,18386,87,420,46,9,7,1470,1880,2002,295000
2000,886,3,No,1464,GLQ,536,888,RFn,2004,2000,Gd,10386,80,246,74,5,8,2000,2004,2005,305900
1122,1121,4,No,700,ALQ,1560,746,RFn,1990,2243,Gd,13474,116,246,44,5,7,700,1990,1991,225000
1035,371,3,No,442,Unf,319,624,None,1920,1406,Fa,7920,69,1,144,7,6,319,1920,1963,89500
861,439,1,No,262,BLQ,599,539,Unf,1961,861,TA,12342,65,324,116,5,4,861,1940,2002,82500
1944,741,3,Gd,1274,ALQ,622,708,Fin,2003,1944,Ex,12378,90,340,175,5,9,1896,2003,2004,360000
697,804,3,No,518,ALQ,179,420,Fin,1993,1501,Gd,7685,60,112,63,5,6,697,1993,1994,165600
972,110,2,No,680,ALQ,292,240,Unf,1948,972,TA,8000,50,320,101,6,6,972,1948,2002,132000
793,325,3,Mn,507,Rec,286,410,Unf,1939,1118,TA,7800,65,170,144,7,5,793,1939,2004,119900
2036,840,3,Gd,1236,ALQ,80,513,RFn,1965,2036,TA,215245,150,342,120,5,7,2136,1965,1965,375000
832,809,3,No,16,LwQ,712,546,Unf,1925,1641,Ex,9600,60,54,51,7,7,728,1925,1990,178000
716,716,4,No,425,ALQ,291,432,Fin,2004,1432,Gd,7795,71,172,51,5,7,716,2004,2005,188500
1153,1142,4,No,692,GLQ,153,484,RFn,1983,2353,Ex,13005,94,278,195,7,7,845,1980,1980,260000
1088,871,3,Av,874,Unf,1088,1025,RFn,2006,1959,Gd,9000,75,380,46,5,8,1088,2006,2006,270000
1372,1274,3,Gd,987,GLQ,360,656,RFn,1993,2646,Gd,9900,90,256,60,5,7,1347,1993,1993,260000
1472,739,3,Av,1036,GLQ,336,588,Unf,1980,1472,TA,14115,69,225,48,5,7,1372,1980,1980,187500
1249,1347,4,Av,442,Unf,1249,840,RFn,2006,2596,Gd,16259,111,370,154,5,9,1249,2006,2006,342643
1136,1332,4,Av,970,GLQ,166,872,Unf,2004,2468,Gd,12099,99,388,154,5,8,1136,2004,2004,354000
1553,1177,4,Gd,28,LwQ,203,576,Unf,1987,2730,Gd,10380,86,172,96,5,7,1502,1986,1987,301000
1163,727,3,No,256,ALQ,906,220,Unf,1955,1163,TA,5820,49,731,98,8,3,1162,1955,2005,126175
1898,1080,5,No,513,Unf,710,564,Fin,1961,2978,Gd,11275,96,300,55,7,7,710,1967,2007,242000
803,871,2,Av,116,BLQ,604,360,Unf,1941,803,TA,5000,50,456,34,6,5,720,1941,2006,87000
1719,918,1,Gd,1619,GLQ,100,473,Fin,1993,1719,Gd,10846,32,180,30,5,8,1719,1993,1993,324000
1383,580,3,No,565,Rec,818,292,RFn,1960,1383,TA,11600,80,175,45,5,6,1383,1960,1960,145250
1445,689,5,No,1518,Unf,844,441,Unf,1930,2134,Gd,11888,79,80,60,6,6,844,1916,1994,214500
596,596,3,Mn,982,Unf,596,189,Unf,1920,1192,TA,6402,60,116,40,5,5,596,1920,1977,78000
1728,950,6,No,40,GLQ,1424,352,Unf,2002,1728,TA,10624,80,84,140,4,5,1728,1964,1964,119000
1056,504,3,No,846,Rec,210,308,RFn,1958,1056,TA,8176,70,85,118,6,5,1056,1958,1992,139000
1629,871,3,No,1124,GLQ,1603,880,RFn,2003,1629,Gd,10655,85,296,28,5,8,3206,2003,2004,284000
1358,668,2,Av,720,GLQ,638,484,RFn,2004,1358,Gd,8198,59,146,30,5,7,1358,2004,2004,207000
943,704,3,Gd,828,GLQ,115,472,Fin,1998,1638,TA,9042,59,320,38,5,6,943,1998,1998,192000
1619,167,3,Gd,1249,Unf,103,529,Fin,1965,1786,TA,164660,60,157,75,6,5,1499,1965,1965,228950
1922,625,3,Gd,1249,GLQ,673,676,Fin,2005,1922,Gd,14157,86,200,51,5,9,1922,2005,2006,377426
1536,878,3,Av,810,GLQ,726,532,RFn,2002,1536,Gd,9135,70,113,74,5,7,1536,2002,2003,214000
1621,924,3,Mn,213,ALQ,995,440,Unf,1984,1621,Gd,14145,91,275,45,7,7,1208,1984,1998,202500
1215,954,3,No,585,Rec,630,297,Unf,1958,1215,TA,12400,66,176,62,7,6,1215,1958,1998,155000
993,915,4,No,567,Unf,967,431,Fin,2002,1908,Gd,14191,85,180,30,5,8,967,2002,2002,202900
841,1072,2,No,1260,Unf,721,294,Unf,1950,841,TA,8400,60,285,170,4,4,721,1950,1991,82000
1040,612,2,None,492,None,473,400,Unf,1949,1040,TA,8544,65,340,90,4,3,1502,1949,1957,87500
1684,840,2,No,28,GLQ,1656,564,RFn,2005,1684,Ex,8849,63,616,72,5,9,1684,2005,2005,266000
536,576,3,No,129,Rec,175,336,Unf,1976,1112,TA,2592,36,860,114,3,5,536,1976,1976,85000
972,605,3,No,459,Unf,972,312,Unf,1939,1577,Fa,6435,65,106,66,5,6,972,1939,1967,140200
958,1259,2,Mn,498,BLQ,460,301,RFn,1960,958,TA,12772,80,28,27,8,6,958,1960,1998,151500
1478,862,3,No,1270,BLQ,208,498,Unf,1960,1478,TA,17600,80,30,40,5,6,1478,1960,1960,157500
764,862,2,No,573,GLQ,191,474,RFn,2003,1626,Gd,2448,36,106,27,5,7,764,2003,2004,154000
1848,880,4,No,1410,GLQ,438,706,Fin,2006,2728,Ex,20431,56,870,44,5,9,1848,2005,2006,437154
1869,795,2,No,219,Unf,1869,617,RFn,2007,1869,Ex,7820,68,362,54,5,9,1869,2007,2007,318061
1453,665,4,Gd,1082,GLQ,371,445,RFn,1986,1453,Gd,5271,110,210,80,5,7,1453,1986,1986,190000
616,495,3,Mn,236,LwQ,846,200,Unf,1941,1111,TA,9084,60,130,48,6,5,616,1941,2003,95000
720,1426,2,No,262,Unf,624,484,Unf,2005,720,TA,8520,60,174,48,8,6,624,1928,2003,105900
1192,403,2,No,388,LwQ,552,240,Unf,1940,1595,TA,8400,60,360,100,5,6,940,1940,2000,140000
1200,1152,3,No,334,ALQ,322,521,RFn,1995,1200,Gd,11249,105,263,26,5,6,1200,1995,1995,177500
1167,448,3,No,560,GLQ,598,400,RFn,1992,1167,Gd,9248,55,106,26,6,6,1158,1992,1992,173000
1142,561,3,No,874,ALQ,268,528,Fin,1976,1142,TA,4224,44,80,90,5,5,1142,1976,1976,134000
1352,796,3,Av,300,BLQ,468,288,Unf,1958,1352,Gd,6930,92,120,54,4,5,1062,1958,1958,130000
1086,838,3,Av,956,GLQ,130,592,RFn,1998,1924,Gd,12011,78,530,75,5,8,1086,1998,1998,280000
912,804,2,Av,773,GLQ,115,470,RFn,1978,912,TA,7540,72,186,112,6,6,888,1978,1978,156000
988,517,3,No,399,Rec,484,240,RFn,1940,1505,TA,9144,84,16,43,5,5,883,1940,1982,145000
495,1427,4,None,356,GLQ,75,672,RFn,2003,1922,Gd,7301,64,500,45,5,7,1680,2003,2003,198500
483,504,4,No,162,ALQ,321,264,Unf,1972,987,Gd,1680,21,510,39,8,6,483,1972,2007,118000
790,784,3,Mn,712,GLQ,84,566,Fin,1976,1574,TA,18800,50,120,111,5,6,796,1976,1976,190000
672,672,3,No,456,Rec,216,468,Unf,1964,1344,TA,10690,59,172,128,7,5,672,1920,1997,147000
1394,702,3,No,609,BLQ,785,514,RFn,1963,1394,TA,9500,114,247,76,5,6,1394,1963,1963,159000
1431,780,3,Gd,371,GLQ,728,296,RFn,1962,1431,TA,9150,101,305,110,5,6,1099,1962,1962,165000
1268,780,2,No,540,LwQ,728,244,Fin,1954,1268,TA,7800,78,200,98,6,5,1268,1954,1954,132000
1287,866,3,No,72,ALQ,733,576,Fin,1997,1287,Gd,9830,83,108,17,7,5,1063,1959,2006,162000
953,711,3,No,35,Unf,953,460,RFn,2000,1664,TA,8121,49,513,40,5,6,953,2000,2000,172400
1120,468,4,None,340,None,167,680,Fin,1991,1588,TA,17120,80,106,59,4,4,960,1959,1959,134432
752,348,2,No,623,ALQ,180,264,Unf,1984,752,TA,7175,50,149,66,5,6,744,1984,1984,125000
1319,546,3,No,428,BLQ,409,270,Unf,1953,1319,TA,10634,79,50,28,6,5,608,1953,1953,123000
847,1081,4,No,16,ALQ,847,434,Fin,2003,1928,Gd,8200,65,160,48,5,7,847,2003,2004,219500
904,584,1,Gd,350,BLQ,333,544,None,1922,904,Fa,10020,95,268,228,1,1,683,1922,1993,61000
914,512,2,Av,298,GLQ,572,576,Unf,1998,914,TA,8846,57,378,184,5,5,870,1996,1996,148000
1580,886,4,No,209,Unf,1580,610,RFn,2004,2466,Gd,11143,102,100,214,5,8,1580,2004,2005,340000
1856,1001,1,Av,1445,GLQ,411,834,Fin,2010,1856,Ex,11394,88,350,41,2,9,1856,2010,2010,394432
1007,793,3,No,1071,Unf,982,463,Fin,2000,1800,TA,8123,60,16,63,5,6,982,2000,2000,179000
1026,665,3,No,218,LwQ,808,308,Unf,1924,1691,Gd,5000,50,268,84,6,5,1026,1924,2007,127000
1301,378,2,No,567,Unf,1293,572,RFn,2006,1301,Gd,7200,60,653,121,5,7,1293,2006,2006,187750
939,858,3,Av,423,Unf,939,639,Fin,2006,1797,Gd,9245,79,50,53,5,7,939,2006,2006,213500
784,566,2,No,836,Unf,784,360,Unf,1950,784,TA,9000,60,180,128,3,6,784,1928,1985,76000
1079,874,3,Av,985,GLQ,595,501,Fin,1992,1953,Gd,53107,21,60,231,5,6,1580,1992,1992,240000
1269,611,2,No,24,GLQ,1232,430,Fin,2004,1269,Gd,3182,43,16,20,5,8,1256,2004,2005,192000
658,526,5,No,773,Unf,658,533,None,1910,1184,TA,8410,58,266,151,3,5,658,1910,1996,81000
1125,840,3,Av,631,ALQ,410,352,Unf,1977,1125,TA,7200,72,255,39,6,6,1041,1976,1976,125000
1479,445,3,No,353,Unf,1468,577,RFn,1999,1479,Gd,9382,93,125,25,5,7,1468,1999,2000,191000
1742,590,3,Av,1280,GLQ,402,846,Fin,2008,2332,Ex,12474,96,272,134,5,10,1682,2007,2008,426000
961,406,4,No,241,Rec,229,384,Unf,1978,1367,TA,8405,50,442,130,8,5,861,1900,1994,119000
804,1157,3,No,690,ALQ,114,560,Fin,2001,1961,Gd,12209,71,288,192,5,6,804,2001,2002,215000
882,702,3,None,364,None,1489,294,RFn,1959,882,TA,8339,50,344,98,7,5,1187,1959,1959,106500
788,960,2,No,266,Rec,522,660,None,1941,788,TA,7446,78,362,129,5,4,788,1941,1987,100000
735,299,2,No,1261,GLQ,735,240,Unf,1940,1034,TA,10134,60,212,39,6,5,735,1940,2000,109000
1144,1081,3,Av,739,BLQ,405,596,Unf,1956,1144,TA,9571,68,261,24,6,5,1144,1956,1956,129000
894,956,2,Av,777,Rec,117,600,RFn,1985,894,TA,7200,60,166,176,5,5,894,1972,1972,123000
876,936,4,No,540,ALQ,324,264,RFn,1962,1812,TA,7590,69,288,168,5,5,864,1962,1962,169500
1077,1088,2,No,562,Unf,961,338,Unf,1920,1077,TA,8967,60,448,36,2,5,961,1920,1979,67000
1112,438,2,No,812,GLQ,280,438,Fin,2007,1550,Gd,8125,65,100,168,5,7,1092,2006,2007,241000
1288,858,1,No,786,GLQ,474,500,Fin,1996,1288,Ex,14963,38,108,30,5,8,1260,1996,1996,245500
1310,840,3,Av,24,GLQ,1286,400,Fin,2005,1310,Gd,8767,65,112,34,5,7,1310,2005,2005,164990
672,678,2,No,680,Unf,672,240,Unf,1940,672,TA,10200,60,72,262,8,5,672,1940,1997,108000
1165,788,4,No,1447,Unf,1141,420,Fin,1998,2263,Gd,12090,93,650,123,5,8,1141,1998,1998,258000
806,766,3,No,565,Unf,806,373,Fin,1995,1572,TA,10364,44,104,40,5,6,806,1995,1996,168000
1620,840,3,No,1116,BLQ,165,490,Unf,1993,1620,TA,9991,55,100,78,4,4,1281,1976,1993,150000
1166,644,3,No,351,Unf,1064,240,Unf,1936,1639,TA,10480,51,315,45,5,6,1064,1936,2005,115000
840,840,2,No,1314,Unf,840,308,Fin,1960,1680,TA,15576,63,243,32,7,6,840,1915,1976,177000
1071,1101,3,No,493,Unf,1063,947,RFn,2006,2172,Gd,14154,109,350,62,5,7,1063,2006,2006,280000
1050,1028,3,No,789,GLQ,245,836,Fin,2008,2078,Ex,10800,85,100,102,5,8,1034,2007,2008,339750
1276,1589,4,No,831,Unf,1276,350,Unf,1958,1276,TA,9571,68,320,263,3,5,1276,1958,1958,60000
1056,651,3,Mn,1056,Rec,100,572,Fin,1955,1056,TA,34650,100,340,54,5,5,1056,1955,1955,145000
1478,750,2,Av,578,GLQ,892,484,Fin,2009,1478,Gd,4403,85,432,144,5,7,1470,2009,2009,222000
1028,797,2,No,690,Unf,1008,360,Unf,1927,1028,TA,8960,56,300,65,6,5,1008,1927,1975,115000
1080,1017,3,No,50,BLQ,499,678,Unf,1993,2097,Gd,11228,59,320,187,5,7,1080,1993,1993,228000
1340,989,3,Av,24,GLQ,1316,396,Fin,2007,1340,Gd,8899,73,388,30,5,7,1340,2007,2007,181134
672,728,3,No,209,ALQ,463,440,Fin,1978,1400,TA,7844,74,203,138,7,6,672,1978,1978,149500
1370,1254,4,No,1128,BLQ,242,864,Unf,1918,2624,TA,22420,86,219,102,6,6,1370,1918,2006,239000
756,378,3,No,312,ALQ,444,240,Unf,1940,1134,TA,8160,60,148,76,6,5,756,1940,2006,126000
1056,766,3,No,775,BLQ,281,304,Unf,1968,1056,TA,8450,65,86,85,6,5,1056,1968,1968,142000
1344,1242,3,Gd,1309,GLQ,35,784,Fin,1997,1344,TA,7060,78,200,69,5,7,1344,1997,1998,206300
1602,653,3,No,1246,ALQ,356,529,Fin,1977,1602,Gd,16635,65,126,36,7,6,1602,1977,2000,215000
988,600,2,No,415,GLQ,988,520,RFn,1954,988,TA,21750,100,650,128,5,5,988,1954,1954,113000
1470,1872,4,No,986,GLQ,484,696,Fin,1998,2630,Gd,9200,80,473,66,5,8,1470,1998,1998,315000
1196,546,2,No,616,LwQ,580,297,RFn,1956,1196,TA,9000,72,74,44,5,6,1196,1956,1956,139000
707,682,3,No,440,Unf,651,240,Unf,1947,1389,TA,3378,60,172,51,8,7,651,1946,1992,135000
1644,580,2,Gd,1518,GLQ,163,569,Fin,1989,1644,Gd,12800,60,145,120,5,7,1518,1989,1989,275000
907,704,3,No,288,Rec,619,352,Unf,1964,907,TA,8593,77,94,123,6,4,907,1957,1957,109008
1208,678,2,No,664,GLQ,544,628,RFn,2007,1208,Gd,6762,64,108,54,5,7,1208,2007,2007,195400
1412,167,3,Mn,1005,GLQ,387,576,Unf,1988,1412,Gd,11457,130,30,20,5,6,1392,1988,1988,175000
483,504,2,No,387,ALQ,96,264,Unf,1971,987,TA,1680,21,232,238,5,6,483,1971,1971,85400
1088,110,4,No,980,Unf,901,240,Unf,1920,1198,TA,5586,60,250,98,7,6,901,1920,1998,79900
765,600,2,No,471,ALQ,294,440,Unf,1971,1365,TA,1920,24,376,36,5,5,765,1971,1971,122500
926,678,3,No,421,Unf,926,470,Fin,1997,1604,TA,10839,100,174,36,5,6,926,1997,1998,181000
630,1426,1,Av,495,ALQ,135,577,None,1972,630,TA,1890,21,261,21,7,4,630,1972,1972,81000
827,834,3,Av,385,GLQ,70,550,RFn,1996,1661,Gd,10667,43,1,61,6,7,799,1996,1996,212000
734,920,2,No,1082,Unf,648,440,Unf,1990,1118,TA,4400,40,673,236,8,6,648,1920,1969,116000
904,684,2,No,1086,Unf,884,180,Unf,1926,904,TA,6000,50,94,108,7,6,884,1926,2004,119000
694,213,3,No,365,LwQ,75,352,Unf,1990,694,Gd,4280,40,30,35,6,5,440,1913,2002,90350
684,512,3,Mn,187,Unf,684,528,Unf,2005,1196,Gd,12354,67,208,46,8,6,684,1920,2000,110000
2402,1208,2,Gd,1767,GLQ,788,672,Fin,2008,2402,Ex,15431,105,200,72,5,10,3094,2008,2008,555000
1440,998,4,No,133,ALQ,1307,544,None,1955,1440,Fa,12108,92,270,59,4,4,1440,1955,1955,118000
1128,445,3,No,965,Unf,1078,360,Unf,1930,1573,TA,6240,52,70,40,7,5,1078,1930,1992,162900
1258,1134,2,Av,759,Unf,1258,648,Fin,2007,1258,Gd,3922,53,72,16,5,7,1258,2006,2007,172500
933,975,4,No,642,GLQ,273,493,Unf,1994,1908,Gd,8750,70,268,133,5,7,915,1994,1995,210000
1689,370,3,No,300,Unf,1436,480,Unf,1956,1689,TA,9855,73,456,35,5,6,1436,1956,1956,127500
1888,600,2,No,247,Unf,557,578,Fin,1966,1888,Gd,16492,137,336,36,6,6,1517,1966,2002,190000
956,930,3,No,210,Unf,930,431,Fin,1998,1886,Gd,11214,34,760,68,5,7,930,1998,1999,199900
780,596,3,No,1116,Unf,780,198,Unf,1937,1376,TA,8600,50,84,45,6,6,780,1937,2005,119500
679,504,2,No,331,ALQ,318,308,Unf,1981,1183,TA,6000,50,226,176,7,3,649,1948,2002,120000
813,1330,2,No,837,Unf,813,270,Unf,1932,813,Gd,5684,70,194,113,8,6,813,1930,2005,110000
1533,720,2,Gd,655,ALQ,878,576,Unf,1975,1533,Gd,70761,62,132,54,5,7,1533,1975,1975,280000
888,868,3,No,742,ALQ,130,422,Fin,1996,1756,TA,9303,60,42,122,5,6,872,1996,1997,204000
786,551,3,No,408,Unf,768,676,RFn,2008,1590,Gd,9000,75,105,30,5,8,768,2008,2008,210000
1728,850,4,No,1606,ALQ,122,560,Unf,1976,1728,TA,9297,63,70,46,5,5,1728,1976,1976,188000
1242,832,3,No,916,ALQ,326,528,Unf,1973,1242,TA,9600,80,320,40,6,7,1242,1973,1973,175500
624,720,4,No,236,Unf,624,513,Unf,1916,1344,TA,4571,34,144,40,5,5,624,1916,1970,98000
1663,600,2,Gd,1116,BLQ,248,529,Unf,1954,1663,Gd,53227,80,157,137,6,4,1364,1954,1994,256000
833,833,3,No,692,Unf,588,228,Unf,1925,1666,Gd,5100,70,541,63,7,8,588,1925,1996,161000
979,224,3,No,185,LwQ,524,352,Unf,1950,1203,Gd,7015,70,161,39,4,5,709,1950,2005,110000
832,1103,3,No,544,GLQ,288,552,Fin,2009,1935,TA,8004,75,110,150,5,8,832,2009,2009,263435
575,560,3,No,350,ALQ,435,576,RFn,1971,1135,Gd,7200,60,110,68,9,7,560,1936,2007,155000
864,880,3,No,553,Rec,548,360,Unf,1965,864,TA,8281,60,425,44,5,5,864,1965,1965,62383
849,811,3,No,326,LwQ,389,240,Unf,1939,1660,TA,11988,74,94,238,7,6,715,1934,1995,188700
1040,523,3,No,616,Rec,424,402,None,1978,1040,TA,8430,60,136,38,5,5,1040,1978,1978,124000
1414,252,2,No,425,Unf,1375,398,Fin,2004,1414,Gd,3072,75,18,20,5,7,1375,2004,2004,178740
1277,580,2,Gd,778,GLQ,499,526,Unf,1970,1277,TA,10628,85,252,69,5,7,1277,1970,1970,167000
888,668,3,No,386,LwQ,342,312,Unf,1942,1644,Gd,9480,79,224,30,7,5,728,1942,1995,146500
1634,650,3,No,1088,Unf,1626,866,Unf,2006,1634,Gd,11428,98,248,44,5,8,1626,2006,2006,250000
832,878,3,No,426,GLQ,406,506,RFn,1993,1710,Gd,9291,76,120,70,5,6,832,1993,1993,187000
1502,798,1,Av,368,GLQ,115,528,RFn,1985,1502,Gd,6820,51,40,54,5,8,1488,1985,1985,212000
1161,808,3,No,902,Unf,808,534,RFn,1977,1969,TA,11952,92,420,188,6,7,808,1977,1977,190000
1072,785,2,Gd,459,Rec,88,525,RFn,2005,1072,TA,3675,35,80,28,5,6,547,2005,2005,148000
